client_id,full_name,fio,phone,email,city,created_at,last_order_at,total_spent
c101437,Лидия Шилова,,+79948956626,user101437@example.ru,Казань,,2026-05-13,17740
c91506,,Егор Савельев,+7 (966) 646-43-54,user91506@example.ru,Казань,26.04.2026,,
c101243,Егор Сорокин,,+79400898400,user101243@example.ru,Казань,,2026-02-06,42536
c104118,Полина Тихонова,,+79638848550,user104118@example.ru,Москва,,2026-02-03,58127
c91544,,Егор Нестеров,+7 (943) 528-18-38,user91544@example.ru,С.-Петербург,19.04.2026,,
c90432,,Лидия Шилова,+7 (993) 251-65-17,user90432@example.ru,Красноярск,25.10.2025,,
c106550,Елена Мешкова,,+79627015348,user106550@example.ru,Новосибирск,,2026-06-30,49501
c100920,Мария Ермакова,,+79987503953,user100920@example.ru,Казань,,2026-05-28,63902
c106060,Лидия Шилова,,+79865007868,user106060@example.ru,Казань,,2026-03-11,156507
c105419,Артур Мешков,,+79855242769,user105419@example.ru,Екатеринбург,,2026-09-03,171879
c106477,Кирилл Мешков,,+79374792865,user106477@example.ru,Красноярск,,2026-09-05,32327
c102399,,Кирилл Гордеев,+7 (994) 132-76-29,user102399@example.ru,Красноярск,29.05.2024,,
c105096,Павел Мешков,,+79502429641,user105096@example.ru,Казань,,2026-07-07,169888
c104808,Денис Ермаков,,+79186524360,user104808@example.ru,Москва,,2026-05-04,53285
c101717,Наталья Нестерова,,+79110623279,user101717@example.ru,Екатеринбург,,2026-09-02,153966
c92067,,Лидия Шилова,+7 (977) 290-91-93,user92067@example.ru,Казань,20.09.2024,,
c91316,,Артур Нестеров,+7 (935) 373-75-48,user91316@example.ru,Красноярск,17.07.2025,,
c104231,Егор Ковальчук,,+79532699988,user104231@example.ru,Москва,,2026-03-04,167469
c106473,Игорь Сорокин,,+79882764056,user106473@example.ru,Екатеринбург,,2026-07-02,115187
c102212,Игорь Сорокин,,+79752451751,user102212@example.ru,Санкт-Петербург,,2026-08-01,74316
c101066,Анна Нестерова,,+79401419505,user101066@example.ru,Санкт-Петербург,,2026-04-16,63747
c100985,,Максим Белых,+7 (927) 473-07-23,user100985@example.ru,С.-Петербург,19.07.2024,,
c105001,Игорь Мешков,,+79287740547,user105001@example.ru,Екатеринбург,,2026-01-14,45478
c106790,Кирилл Юдин,,+79818314698,user106790@example.ru,Казань,,2026-07-26,107444
c91918,,Алиса Савельева,+7 (976) 809-98-94,user91918@example.ru,Казань,28.03.2026,,
c104308,Алиса Юдина,,+79728254310,user104308@example.ru,Красноярск,,2026-02-23,95868
c90641,,Алиса Ермакова,+7 (949) 594-40-89,user90641@example.ru,С.-Петербург,11.12.2024,,
c105104,Денис Юдин,,+79106898458,user105104@example.ru,Москва,,2026-09-03,121082
c102837,Павел Белых,,+79486344107,user102837@example.ru,Новосибирск,,2026-06-05,145122
c102048,Алиса Крылова,,+79361770899,user102048@example.ru,Санкт-Петербург,,2026-02-15,95981
c90151,,Ольга Шилова,+7 (924) 252-49-95,user90151@example.ru,С.-Петербург,30.12.2025,,
c90384,,Егор Зуев,+7 (990) 192-80-08,user90384@example.ru,Казань,22.08.2025,,
c106785,Алиса Лаптева,,+79877718293,user106785@example.ru,Екатеринбург,,2026-06-07,39685
c106042,,Юлия Мешкова,+7 (966) 145-89-65,user106042@example.ru,Новосибирск,02.10.2025,,
c91385,,Денис Мешков,+7 (985) 591-16-55,user91385@example.ru,Казань,07.02.2024,,
c100457,,Наталья Шилова,+7 (944) 050-31-42,user100457@example.ru,Екатеринбург,27.05.2026,,
c101255,,Ольга Сорокина,+7 (915) 930-77-09,user101255@example.ru,Екатеринбург,08.01.2026,,
c100523,Максим Сорокин,,+79522081522,user100523@example.ru,Казань,,2026-03-23,35936
c102880,Лидия Гордеева,,+79666225449,user102880@example.ru,Красноярск,,2026-01-28,119345
c101109,Кирилл Белых,,+79599616256,user101109@example.ru,Москва,,2026-04-10,147819
c106281,Тимур Савельев,,+79127521031,user106281@example.ru,Екатеринбург,,2026-02-08,153885
c105377,Кирилл Крылов,,+79216154594,user105377@example.ru,Казань,,2026-05-09,31170
c106402,Павел Савельев,,+79729817641,user106402@example.ru,Москва,,2026-03-13,61324
c92372,,Анна Крылова,+7 (994) 753-94-05,user92372@example.ru,Екатеринбург,19.02.2026,,
c90152,,Алиса Савельева,+7 (977) 144-07-92,user90152@example.ru,Казань,25.04.2025,,
c103349,Денис Нестеров,,+79298927518,user103349@example.ru,Санкт-Петербург,,2026-08-10,76332
c104356,Кирилл Осипов,,+79751717060,user104356@example.ru,Новосибирск,,2026-01-05,95842
c92096,,Роман Юдин,+7 (977) 129-86-27,user92096@example.ru,Екатеринбург,09.02.2025,,
c103734,Ольга Панина,,+79962886465,user103734@example.ru,Санкт-Петербург,,2026-08-14,83963
c100994,Мария Белых,,+79947225010,user100994@example.ru,Екатеринбург,,2026-07-24,20387
c104501,Тимур Ермаков,,+79304483947,user104501@example.ru,Екатеринбург,,2026-06-14,18859
c91150,,Наталья Юдина,+7 (923) 238-45-45,user91150@example.ru,Новосибирск,10.08.2025,,
c104488,Артур Юдин,,+79989988292,user104488@example.ru,Екатеринбург,,2026-02-08,91479
c101860,Кирилл Сорокин,,+79992653627,user101860@example.ru,Москва,,2026-08-05,24818
c91440,,Вера Савельева,+7 (969) 669-27-05,user91440@example.ru,С.-Петербург,12.05.2024,,
c105735,Роман Крылов,,+79112023995,user105735@example.ru,Новосибирск,,2026-05-23,171476
c106751,Глеб Ермаков,,+79960960771,user106751@example.ru,Москва,,2026-06-30,16957
c103543,Наталья Белых,,+79755331545,user103543@example.ru,Санкт-Петербург,,2026-07-07,179696
c103295,Роман Зуев,,+79741603414,user103295@example.ru,Санкт-Петербург,,2026-08-08,36640
c105715,Глеб Осипов,,+79710468998,user105715@example.ru,Екатеринбург,,2026-01-04,173486
c102920,Лидия Ермакова,,+79885395096,user102920@example.ru,Казань,,2026-08-10,171527
c101635,Елена Шилова,,+79669821517,user101635@example.ru,Новосибирск,,2026-02-04,172593
c104698,Вера Ковальчук,,+79955616324,user104698@example.ru,Екатеринбург,,2026-04-12,171588
c101189,Денис Тихонов,,+79289475922,user101189@example.ru,Екатеринбург,,2026-02-22,60943
c102681,Егор Тихонов,,+79540006268,user102681@example.ru,Новосибирск,,2026-03-30,155377
c91248,,Анна Ковальчук,+7 (974) 922-72-18,user91248@example.ru,Екатеринбург,13.06.2024,,
c101157,Кирилл Крылов,,+79204237196,user101157@example.ru,Казань,,2026-07-18,45923
c90290,,Вера Шилова,+7 (911) 545-93-63,user90290@example.ru,С.-Петербург,13.03.2025,,
c100525,Игорь Шилов,,+79641467483,user100525@example.ru,Екатеринбург,,2026-02-07,167412
c92327,,Павел Шилов,+7 (997) 394-70-71,user92327@example.ru,С.-Петербург,26.03.2026,,
c100733,Юлия Нестерова,,+79212840409,user100733@example.ru,Казань,,2026-08-31,107953
c100082,Мария Осипова,,+79692087534,user100082@example.ru,Санкт-Петербург,,2026-09-07,125877
c104901,Анна Сорокина,,+79589178726,user104901@example.ru,Москва,,2026-07-22,71492
c104181,Лидия Тихонова,,+79990228483,user104181@example.ru,Москва,,2026-04-17,116211
c103390,Вера Крылова,,+79612898179,user103390@example.ru,Екатеринбург,,2026-01-05,88413
c105789,Глеб Крылов,,+79299093283,user105789@example.ru,Новосибирск,,2026-03-21,173719
c102485,Павел Зуев,,+79287533331,user102485@example.ru,Казань,,2026-02-11,172711
c91645,,Тимур Панин,+7 (987) 541-49-80,user91645@example.ru,Красноярск,06.01.2026,,
c101619,Наталья Савельева,,+79229591913,user101619@example.ru,Екатеринбург,,2026-04-05,43144
c90375,,Денис Ковальчук,+7 (966) 681-56-15,user90375@example.ru,Новосибирск,23.12.2025,,
c92125,,Игорь Сорокин,+7 (920) 155-42-03,user92125@example.ru,Казань,26.12.2024,,
c106380,Мария Гордеева,,+79716860131,user106380@example.ru,Москва,,2026-08-29,123789
c106390,Елена Ермакова,,+79941281670,user106390@example.ru,Новосибирск,,2026-02-04,64560
c104541,Мария Юдина,,+79745868233,user104541@example.ru,Казань,,2026-08-13,78148
c102259,,Тимур Сорокин,+7 (942) 080-56-62,user102259@example.ru,С.-Петербург,05.03.2025,,
c101285,Елена Мешкова,,+79737925179,user101285@example.ru,Красноярск,,2026-02-23,165921
c101611,Тимур Ермаков,,+79320899960,user101611@example.ru,Екатеринбург,,2026-03-08,39721
c100906,Ольга Савельева,,+79224914481,user100906@example.ru,Новосибирск,,2026-06-08,102263
c102252,Глеб Савельев,,+79957354360,user102252@example.ru,Новосибирск,,2026-03-23,74578
c101605,Лидия Гордеева,,+79418590660,user101605@example.ru,Санкт-Петербург,,2026-03-31,13397
c100341,Мария Юдина,,+79486212137,user100341@example.ru,Санкт-Петербург,,2026-02-08,20646
c92313,,Денис Панин,+7 (910) 096-39-59,user92313@example.ru,Новосибирск,08.04.2025,,
c105337,Максим Мешков,,+79589239559,user105337@example.ru,Казань,,2026-06-04,28225
c101261,Тимур Зуев,,+79666993689,user101261@example.ru,Красноярск,,2026-08-01,102903
c102758,Глеб Крылов,,+79540232817,user102758@example.ru,Казань,,2026-05-31,175005
c103578,Елена Нестерова,,+79438913017,user103578@example.ru,Красноярск,,2026-05-12,59378
c102365,Глеб Ермаков,,+79289072369,user102365@example.ru,Москва,,2026-06-04,12673
c92246,,Ольга Белых,+7 (911) 038-55-51,user92246@example.ru,Москва,02.10.2025,,
c106612,Игорь Мешков,,+79537543670,user106612@example.ru,Москва,,2026-01-07,24747
c92280,,Анна Белых,+7 (931) 353-24-25,user92280@example.ru,Москва,14.12.2024,,
c106600,Алиса Савельева,,+79296519165,user106600@example.ru,Новосибирск,,2026-02-02,11239
c100411,Максим Крылов,,+79697190958,user100411@example.ru,Санкт-Петербург,,2026-06-06,96279
c104633,Тимур Гордеев,,+79874477673,user104633@example.ru,Казань,,2026-04-21,67554
c100599,Мария Нестерова,,+79116150171,user100599@example.ru,Санкт-Петербург,,2026-04-03,89651
c104665,Артур Сорокин,,+79228670810,user104665@example.ru,Санкт-Петербург,,2026-04-10,23878
c106815,Егор Сорокин,,+79303658876,user106815@example.ru,Новосибирск,,2026-03-02,172513
c90808,,Кирилл Осипов,+7 (914) 448-34-51,user90808@example.ru,Москва,24.02.2026,,
c104033,Вера Гордеева,,+79510557800,user104033@example.ru,Москва,,2026-04-25,122311
c102356,Павел Савельев,,+79596692244,user102356@example.ru,Екатеринбург,,2026-07-02,166074
c103404,Анна Тихонова,,+79140584147,user103404@example.ru,Санкт-Петербург,,2026-03-08,20812
c103960,Тимур Савельев,,+79890469324,user103960@example.ru,Москва,,2026-07-27,33561
c91224,,Павел Савельев,+7 (965) 040-10-99,user91224@example.ru,Новосибирск,31.10.2025,,
c100118,Артур Мешков,,+79373047892,user100118@example.ru,Красноярск,,2026-07-18,146121
c91213,,Юлия Шилова,+7 (954) 333-97-15,user91213@example.ru,Красноярск,05.09.2025,,
c90872,,Игорь Мешков,+7 (957) 283-73-12,user90872@example.ru,С.-Петербург,11.11.2024,,
c91267,,Максим Крылов,+7 (969) 966-20-39,user91267@example.ru,Екатеринбург,06.06.2024,,
c105178,Анна Савельева,,+79914126950,user105178@example.ru,Новосибирск,,2026-04-06,107110
c90561,,Вера Нестерова,+7 (944) 305-82-09,user90561@example.ru,Красноярск,30.08.2025,,
c91582,,Тимур Юдин,+7 (942) 780-08-04,user91582@example.ru,Красноярск,06.03.2025,,
c91922,,Елена Ковальчук,+7 (910) 274-39-52,user91922@example.ru,Красноярск,09.07.2024,,
c91264,,Егор Панин,+7 (977) 179-18-17,user91264@example.ru,Красноярск,16.04.2026,,
c103391,Елена Лаптева,,+79564884517,user103391@example.ru,Санкт-Петербург,,2026-08-03,92556
c101119,Максим Ермаков,,+79439863410,user101119@example.ru,Москва,,2026-04-18,174212
c104340,Лидия Сорокина,,+79826222235,user104340@example.ru,Новосибирск,,2026-05-29,99347
c104851,Денис Панин,,+79568364048,user104851@example.ru,Новосибирск,,2026-08-09,109372
c100847,Ольга Гордеева,,+79921076984,user100847@example.ru,Екатеринбург,,2026-02-15,69738
